date,price_usd,price_eur,volume_24h,market_cap
2024-04-15,63426.21000000,,43595917654.00,
2024-04-14,65738.73000000,,49084320047.00,
2024-04-13,63821.47000000,,52869738185.00,
2024-04-12,67195.87000000,,44129299406.00,
2024-04-11,70060.61000000,,30153382941.00,
2024-04-10,70587.88000000,,38318601774.00,
2024-04-09,69139.02000000,,36426900409.00,
2024-04-08,71631.36000000,,37261432669.00,
2024-04-07,69362.55000000,,21204930369.00,
2024-04-06,68896.11000000,,19967785809.00,
2024-04-05,67837.64000000,,33748230056.00,
2024-04-04,68508.84000000,,34439527442.00,
2024-04-03,65980.81000000,,34488018367.00,
2024-04-02,65446.97000000,,50705240709.00,
2024-04-01,69702.15000000,,34873527352.00,
2024-03-31,71333.65000000,,20050941373.00,
2024-03-30,69645.30000000,,17130241883.00,
2024-03-29,69892.83000000,,25230851763.00,
2024-03-28,70744.95000000,,34374900617.00,
2024-03-27,69455.34000000,,40827113309.00,
2024-03-26,69987.84000000,,36010437368.00,
2024-03-25,69958.81000000,,42700139523.00,
2024-03-24,67234.17000000,,27206630673.00,
2024-03-23,64062.20000000,,24738964812.00,
2024-03-22,63778.76000000,,41401116964.00,
2024-03-21,65491.39000000,,44480350565.00,
2024-03-20,67913.67000000,,66792634382.00,
2024-03-19,61912.77000000,,74215844794.00,
2024-03-18,67548.59000000,,49261579492.00,
2024-03-17,68390.63000000,,44716864318.00,
2024-03-16,65315.12000000,,46842198371.00,
2024-03-15,69403.77000000,,78320453976.00,
2024-03-14,71396.59000000,,59594605698.00,
2024-03-13,73083.50000000,,48212536929.00,
2024-03-12,71481.29000000,,62554434520.00,
2024-03-11,72123.91000000,,65716656765.00,
2024-03-10,69019.79000000,,35683977532.00,
2024-03-09,68498.88000000,,21609650379.00,
2024-03-08,68300.09000000,,59202881172.00,
2024-03-07,66925.48000000,,46989543159.00,
2024-03-06,66106.80000000,,68750229073.00,
2024-03-05,63801.20000000,,102802940877.00,
2024-03-04,68330.41000000,,70670471105.00,
2024-03-03,63167.37000000,,26253811450.00,
2024-03-02,62029.85000000,,23888473685.00,
2024-03-01,62440.63000000,,40186368423.00,
2024-02-29,61198.38000000,,65496611844.00,
2024-02-28,62504.79000000,,83239156760.00,
2024-02-27,57085.37000000,,49756832031.00,
2024-02-26,54522.40000000,,34074411896.00,
2024-02-25,51733.24000000,,15413239245.00,
2024-02-24,51571.10000000,,15174077879.00,
2024-02-23,50731.95000000,,21427078270.00,
2024-02-22,51304.97000000,,25413900611.00,
2024-02-21,51839.18000000,,28624907020.00,
2024-02-20,52284.88000000,,33353758256.00,
2024-02-19,51779.14000000,,21362184346.00,
2024-02-18,52122.55000000,,17595377311.00,
2024-02-17,51663.00000000,,20009091006.00,
2024-02-16,52160.20000000,,28180567298.00,
2024-02-15,51938.55000000,,38564360533.00,
2024-02-14,51826.70000000,,39105608050.00,
2024-02-13,49742.44000000,,35593051468.00,
2024-02-12,49958.22000000,,34511985805.00,
2024-02-11,48293.92000000,,19315867136.00,
2024-02-10,47771.28000000,,16398681570.00,
2024-02-09,47147.20000000,,39316770844.00,
2024-02-08,45301.57000000,,26154524080.00,
2024-02-07,44318.22000000,,21126587775.00,
2024-02-06,43084.67000000,,16798476726.00,
2024-02-05,42658.67000000,,18715487317.00,
2024-02-04,42583.58000000,,14802225490.00,
2024-02-03,42992.25000000,,11169245236.00,
2024-02-02,43185.86000000,,18603843039.00,
2024-02-01,43075.77000000,,21423953779.00,
2024-01-31,42582.61000000,,24673628793.00,
2024-01-30,42952.61000000,,23842814518.00,
2024-01-29,43288.25000000,,20668476578.00,
2024-01-28,42035.59000000,,16858971687.00,
2024-01-27,42120.05000000,,11422941934.00,
2024-01-26,41816.87000000,,25598119893.00,
2024-01-25,39933.81000000,,18491782013.00,
2024-01-24,40077.07000000,,22359526178.00,
2024-01-23,39845.55000000,,29244553045.00,
2024-01-22,39507.37000000,,31338708143.00,
2024-01-21,41545.79000000,,9344043642.00,
2024-01-20,41665.59000000,,11586690904.00,
2024-01-19,41618.41000000,,25752407154.00,
2024-01-18,41262.06000000,,25218357242.00,
2024-01-17,42742.65000000,,20851232595.00,
2024-01-16,43154.95000000,,24062872740.00,
2024-01-15,42511.97000000,,22320220558.00,
2024-01-14,41796.27000000,,17521429522.00,
2024-01-13,42842.38000000,,20601860469.00,
2024-01-12,42853.17000000,,43332698900.00,
2024-01-11,46368.59000000,,45833734549.00,
2024-01-10,46627.78000000,,50114613298.00,
2024-01-09,46139.73000000,,39821290992.00,
2024-01-08,46970.50000000,,42746192015.00,
2024-01-07,43943.10000000,,19330573863.00,
2024-01-06,43989.20000000,,16092503468.00,
2024-01-05,44162.69000000,,32336029347.00,
2024-01-04,44179.92000000,,30448091210.00,
2024-01-03,42848.18000000,,46342323118.00,
2024-01-02,44957.97000000,,39335274536.00,
2024-01-01,44167.33000000,,18426978443.00,
2023-12-31,42265.19000000,,16397498810.00,
2023-12-30,42156.90000000,,16013925945.00,
2023-12-29,42099.40000000,,26000021055.00,
2023-12-28,42627.86000000,,22992093014.00,
2023-12-27,43442.86000000,,25260941032.00,
2023-12-26,42520.40000000,,30026850982.00,
2023-12-25,43613.14000000,,21115795370.00,
2023-12-24,43016.12000000,,18830554085.00,
2023-12-23,43739.54000000,,13507796558.00,
2023-12-22,43997.90000000,,21028503216.00,
2023-12-21,43869.15000000,,22452766169.00,
2023-12-20,43652.25000000,,27868908174.00,
2023-12-19,42270.53000000,,23171001281.00,
2023-12-18,42623.54000000,,25224642008.00,
2023-12-17,41364.66000000,,16678702876.00,
2023-12-16,42240.12000000,,14386729590.00,
2023-12-15,41929.76000000,,19639442462.00,
2023-12-14,43023.97000000,,25578530178.00,
2023-12-13,42890.74000000,,26797884674.00,
2023-12-12,41450.22000000,,24779520132.00,
2023-12-11,41243.83000000,,40632672038.00,
2023-12-10,43779.70000000,,13000481418.00,
2023-12-09,43725.98000000,,17368210171.00,
2023-12-08,44166.60000000,,24421116687.00,
2023-12-07,43292.66000000,,27635760671.00,
2023-12-06,43746.45000000,,29909761586.00,
2023-12-05,44080.65000000,,36312154535.00,
2023-12-04,41980.10000000,,39856129827.00,
2023-12-03,39978.39000000,,15769696322.00,
2023-12-02,39476.33000000,,15534035612.00,
2023-12-01,38688.75000000,,23512784002.00,
2023-11-30,37712.75000000,,18115982627.00,
2023-11-29,37858.49000000,,20728546658.00,
2023-11-28,37831.09000000,,21696137014.00,
2023-11-27,37254.17000000,,19002925720.00,
2023-11-26,37479.12000000,,13744796068.00,
2023-11-25,37796.79000000,,9099571165.00,
2023-11-24,37720.28000000,,22922957823.00,
2023-11-23,37289.62000000,,14214948217.00,
2023-11-22,37432.34000000,,24397247860.00,
2023-11-21,35813.81000000,,25172163756.00,
2023-11-20,37476.96000000,,20888209068.00,
2023-11-19,37386.55000000,,12915986553.00,
2023-11-18,36585.70000000,,11886022717.00,
2023-11-17,36596.68000000,,22445028430.00,
2023-11-16,36154.77000000,,26007385366.00,
2023-11-15,37880.58000000,,27365821679.00,
2023-11-14,35537.64000000,,23857403554.00,
2023-11-13,36502.36000000,,19057712790.00,
2023-11-12,37054.52000000,,11545715999.00,
2023-11-11,37138.05000000,,13924272142.00,
2023-11-10,37313.97000000,,22711265155.00,
2023-11-09,36693.13000000,,37762672382.00,
2023-11-08,35655.28000000,,17295394918.00,
2023-11-07,35443.56000000,,18834737789.00,
2023-11-06,35037.37000000,,12693436420.00,
2023-11-05,35049.36000000,,12412743996.00,
2023-11-04,35082.20000000,,9561294264.00,
2023-11-03,34732.32000000,,17158456701.00,
2023-11-02,34938.24000000,,20998158544.00,
2023-11-01,35437.25000000,,22446272005.00,
2023-10-31,34667.78000000,,15758270810.00,
2023-10-30,34502.36000000,,17184860315.00,
2023-10-29,34538.48000000,,11160323986.00,
2023-10-28,34089.57000000,,10160330825.00,
2023-10-27,33909.80000000,,16418032871.00,
2023-10-26,34156.65000000,,19427195376.00,
2023-10-25,34502.82000000,,25254318008.00,
2023-10-24,33901.53000000,,44934999645.00,
2023-10-23,33086.23000000,,38363572311.00,
2023-10-22,29993.90000000,,10446520040.00,
2023-10-21,29918.41000000,,11541146996.00,
2023-10-20,29682.95000000,,21536125230.00,
2023-10-19,28719.81000000,,14448058195.00,
2023-10-18,28328.34000000,,12724128586.00,
2023-10-17,28415.75000000,,14872527508.00,
2023-10-16,28519.47000000,,27833876539.00,
2023-10-15,27159.65000000,,7098201980.00,
2023-10-14,26861.71000000,,5388116782.00,
2023-10-13,26862.38000000,,15165312851.00,
2023-10-12,26756.80000000,,9392909295.00,
2023-10-11,26873.32000000,,13648094333.00,
2023-10-10,27391.02000000,,9973350678.00,
2023-10-09,27583.68000000,,12007668568.00,
2023-10-08,27935.09000000,,7916875290.00,
2023-10-07,27968.84000000,,6553044316.00,
2023-10-06,27946.60000000,,13492391599.00,
2023-10-05,27415.91000000,,11877253670.00,
2023-10-04,27799.39000000,,11143355314.00,
2023-10-03,27429.98000000,,11407814187.00,
2023-10-02,27530.79000000,,19793041322.00,
2023-10-01,27983.75000000,,9503917434.00,
2023-09-30,26967.92000000,,5331172801.00,
2023-09-29,26911.72000000,,10396435377.00,
2023-09-28,27021.55000000,,14079002707.00,
2023-09-27,26352.72000000,,11718380997.00,
2023-09-26,26217.25000000,,9985498161.00,
2023-09-25,26298.48000000,,11997833257.00,
2023-09-24,26256.83000000,,8192867686.00,
2023-09-23,26579.39000000,,7404700301.00,
2023-09-22,26579.57000000,,10578746709.00,
2023-09-21,26567.63000000,,13371443708.00,
2023-09-20,27132.01000000,,13281116604.00,
2023-09-19,27211.12000000,,13807690550.00,
2023-09-18,26754.28000000,,15615339655.00,
2023-09-17,26534.19000000,,6774210670.00,
2023-09-16,26568.28000000,,7402031417.00,
2023-09-15,26608.69000000,,11479735788.00,
2023-09-14,26539.67000000,,13811359124.00,
2023-09-13,26228.32000000,,13072077070.00,
2023-09-12,25833.34000000,,18657279324.00,
2023-09-11,25162.65000000,,14600006467.00,
2023-09-10,25832.23000000,,7899553047.00,
2023-09-09,25895.68000000,,5481314132.00,
2023-09-08,25905.65000000,,10817356400.00,
2023-09-07,26240.20000000,,11088307100.00,
2023-09-06,25753.24000000,,12752705327.00,
2023-09-05,25779.98000000,,11094740040.00,
2023-09-04,25812.42000000,,10680635106.00,
2023-09-03,25969.57000000,,8962524523.00,
2023-09-02,25868.80000000,,10100387473.00,
2023-09-01,25800.72000000,,17202862221.00,
2023-08-31,25931.47000000,,20181001451.00,
2023-08-30,27297.27000000,,16343655235.00,
2023-08-29,27727.39000000,,29368391712.00,
2023-08-28,26106.15000000,,11002805166.00,
2023-08-27,26089.69000000,,6913768611.00,
2023-08-26,26008.46000000,,6034817316.00,
2023-08-25,26047.67000000,,12406045118.00,
2023-08-24,26162.37000000,,12871532023.00,
2023-08-23,26431.64000000,,16985265785.00,
2023-08-22,26031.66000000,,14503820706.00,
2023-08-21,26124.14000000,,13371557893.00,
2023-08-20,26189.58000000,,9036580420.00,
2023-08-19,26096.21000000,,10631443812.00,
2023-08-18,26049.56000000,,24026236529.00,
2023-08-17,26664.55000000,,31120851211.00,
2023-08-16,28701.78000000,,14949271904.00,
2023-08-15,29170.35000000,,12640195779.00,
2023-08-14,29408.44000000,,14013695304.00,
2023-08-13,29282.91000000,,7329897180.00,
2023-08-12,29415.96000000,,6194358008.00,
2023-08-11,29397.71000000,,10195168197.00,
2023-08-10,29429.59000000,,11865344789.00,
2023-08-09,29561.49000000,,18379521213.00,
2023-08-08,29765.49000000,,17570561357.00,
2023-08-07,29180.58000000,,13618163710.00,
2023-08-06,29041.86000000,,7269806994.00,
2023-08-05,29042.13000000,,6598366353.00,
2023-08-04,29074.09000000,,12036639988.00,
2023-08-03,29178.68000000,,12780357746.00,
2023-08-02,29151.96000000,,19212655598.00,
2023-08-01,29675.73000000,,18272392391.00,
2023-07-31,29230.11000000,,11656781982.00,
2023-07-30,29275.31000000,,8678454527.00,
2023-07-29,29356.92000000,,6481775959.00,
2023-07-28,29319.25000000,,11218474952.00,
2023-07-27,29210.69000000,,10770779217.00,
2023-07-26,29354.97000000,,13497554655.00,
2023-07-25,29227.39000000,,10266772793.00,
2023-07-24,29176.92000000,,15395817395.00,
2023-07-23,30084.54000000,,9220145050.00,
2023-07-22,29771.80000000,,7873300598.00,
2023-07-21,29908.74000000,,10972789818.00,
2023-07-20,29792.02000000,,14655207121.00,
2023-07-19,29913.92000000,,12128602812.00,
2023-07-18,29856.56000000,,13138897269.00,
2023-07-17,30145.89000000,,13240156074.00,
2023-07-16,30249.13000000,,8516564470.00,
2023-07-15,30295.81000000,,8011667756.00,
2023-07-14,30334.07000000,,20917902660.00,
2023-07-13,31476.05000000,,23686079548.00,
2023-07-12,30391.65000000,,14805659717.00,
2023-07-11,30620.95000000,,12151839152.00,
2023-07-10,30414.47000000,,14828209155.00,
2023-07-09,30171.23000000,,7903327692.00,
2023-07-08,30292.54000000,,7509378699.00,
2023-07-07,30342.27000000,,13384770155.00,
2023-07-06,29909.34000000,,21129219509.00,
2023-07-05,30514.17000000,,12481622280.00,
2023-07-04,30777.58000000,,12810828427.00,
2023-07-03,31156.44000000,,15271884873.00,
2023-07-02,30620.77000000,,10533418042.00,
2023-07-01,30590.08000000,,9086606733.00,
2023-06-30,30477.25000000,,26387306197.00,
2023-06-29,30445.35000000,,13180860821.00,
2023-06-28,30086.25000000,,14571500779.00,
2023-06-27,30688.16000000,,16428827944.00,
2023-06-26,30271.13000000,,16493186997.00,
2023-06-25,30480.26000000,,12703464114.00,
2023-06-24,30548.70000000,,12147822496.00,
2023-06-23,30695.47000000,,24115570085.00,
2023-06-22,29912.28000000,,20653160491.00,
2023-06-21,30027.30000000,,33346760979.00,
2023-06-20,28327.49000000,,22211859147.00,
2023-06-19,26851.03000000,,12826986222.00,
2023-06-18,26336.21000000,,9565695129.00,
2023-06-17,26510.68000000,,11090276850.00,
2023-06-16,26327.46000000,,16324646965.00,
2023-06-15,25576.39000000,,15837384409.00,
2023-06-14,25124.68000000,,14265717766.00,
2023-06-13,25918.73000000,,14143474486.00,
2023-06-12,25902.50000000,,11677889997.00,
2023-06-11,25940.17000000,,10732609603.00,
2023-06-10,25851.24000000,,19872933189.00,
2023-06-09,26480.38000000,,11015551640.00,
2023-06-08,26508.22000000,,11904824295.00,
2023-06-07,26346.00000000,,19530045082.00,
2023-06-06,27238.78000000,,21929670693.00,
2023-06-05,25760.10000000,,21513292646.00,
2023-06-04,27119.07000000,,9360912318.00,
2023-06-03,27075.13000000,,8385597470.00,
2023-06-02,27249.59000000,,14837415000.00,
2023-06-01,26819.97000000,,14678970415.00,
2023-05-31,27219.66000000,,15656371534.00,
2023-05-30,27702.35000000,,13251081851.00,
2023-05-29,27745.88000000,,15181308984.00,
2023-05-28,28085.65000000,,14545229578.00,
2023-05-27,26868.35000000,,7892015141.00,
2023-05-26,26719.29000000,,12711619225.00,
2023-05-25,26476.21000000,,13851122697.00,
2023-05-24,26334.82000000,,16299104428.00,
2023-05-23,27225.73000000,,13697203143.00,
2023-05-22,26851.28000000,,11056770492.00,
2023-05-21,26753.83000000,,8647416921.00,
2023-05-20,27129.59000000,,7044911360.00,
2023-05-19,26890.13000000,,11258983301.00,
2023-05-18,26832.21000000,,15222938600.00,
2023-05-17,27398.80000000,,15140006925.00,
2023-05-16,27036.65000000,,12732238816.00,
2023-05-15,27192.69000000,,14413231792.00,
2023-05-14,26930.64000000,,10014858959.00,
2023-05-13,26784.08000000,,9999171605.00,
2023-05-12,26804.99000000,,19313599897.00,
2023-05-11,27000.79000000,,16724343943.00,
2023-05-10,27621.76000000,,20656025026.00,
2023-05-09,27658.78000000,,14128593256.00,
2023-05-08,27694.27000000,,19122903752.00,
2023-05-07,28454.98000000,,11301355486.00,
2023-05-06,28904.62000000,,15913866714.00,
2023-05-05,29534.38000000,,17936566518.00,
2023-05-04,28847.71000000,,15548678514.00,
2023-05-03,29006.31000000,,19122972518.00,
2023-05-02,28680.54000000,,16432924527.00,
2023-05-01,28091.57000000,,18655599976.00,
2023-04-30,29268.81000000,,14652199272.00,
2023-04-29,29248.49000000,,10662634333.00,
2023-04-28,29340.26000000,,17544464887.00,
2023-04-27,29473.79000000,,27153445027.00,
2023-04-26,28422.70000000,,31854242019.00,
2023-04-25,28307.60000000,,17733373139.00,
2023-04-24,27525.34000000,,17703288330.00,
2023-04-23,27591.38000000,,12785446832.00,
2023-04-22,27817.50000000,,13125734602.00,
2023-04-21,27276.91000000,,20759504330.00,
2023-04-20,28245.99000000,,21340360360.00,
2023-04-19,28822.68000000,,24571565421.00,
2023-04-18,30397.55000000,,19480529496.00,
2023-04-17,29445.04000000,,17872186762.00,
2023-04-16,30315.36000000,,12854816417.00,
2023-04-15,30318.50000000,,11940685378.00,
2023-04-14,30485.70000000,,22659995079.00,
2023-04-13,30399.07000000,,17487721001.00,
2023-04-12,30139.05000000,,18651929926.00,
2023-04-11,30235.06000000,,20121259843.00,
2023-04-10,29652.98000000,,19282400094.00,
2023-04-09,28333.05000000,,12175322951.00,
2023-04-08,27947.79000000,,9373255556.00,
2023-04-07,27925.86000000,,10861680497.00,
2023-04-06,28044.14000000,,13837809380.00,
2023-04-05,28177.98000000,,17052315986.00,
2023-04-04,28168.09000000,,15284538859.00,
2023-04-03,27790.22000000,,19556501327.00,
2023-04-02,28199.31000000,,12284641999.00,
2023-04-01,28411.04000000,,10876469901.00,
2023-03-31,28478.48000000,,19001327598.00,
2023-03-30,28033.56000000,,22435349951.00,
2023-03-29,28348.44000000,,20684945906.00,
2023-03-28,27268.13000000,,17783600385.00,
2023-03-27,27139.89000000,,18188895178.00,
2023-03-26,27994.33000000,,13878363192.00,
2023-03-25,27494.71000000,,13383005987.00,
2023-03-24,27493.29000000,,25980310960.00,
2023-03-23,28333.97000000,,24220433689.00,
2023-03-22,27307.44000000,,33382021890.00,
2023-03-21,28175.82000000,,36102192830.00,
2023-03-20,27767.24000000,,44774027664.00,
2023-03-19,28038.68000000,,37769448859.00,
2023-03-18,26965.88000000,,35723036817.00,
2023-03-17,27423.93000000,,50730261335.00,
2023-03-16,25052.79000000,,33866061747.00,
2023-03-15,24375.96000000,,43655701450.00,
2023-03-14,24746.07000000,,54622230164.00,
2023-03-13,24197.53000000,,49466362688.00,
2023-03-12,22163.95000000,,29279035521.00,
2023-03-11,20632.41000000,,30180288176.00,
2023-03-10,20187.24000000,,39578257695.00,
2023-03-09,20363.02000000,,30364664171.00,
2023-03-08,21718.08000000,,22536575684.00,
2023-03-07,22219.77000000,,22765452204.00,
2023-03-06,22429.76000000,,17353192895.00,
2023-03-05,22435.51000000,,13317001733.00,
2023-03-04,22353.35000000,,11166012913.00,
2023-03-03,22362.68000000,,26062404610.00,
2023-03-02,23475.47000000,,20386398516.00,
2023-03-01,23646.55000000,,24662841200.00,
2023-02-28,23147.35000000,,20535363434.00,
2023-02-27,23522.87000000,,22660763494.00,
2023-02-26,23561.21000000,,16644534842.00,
2023-02-25,23175.38000000,,16100721565.00,
2023-02-24,23198.13000000,,26811744928.00,
2023-02-23,23947.49000000,,30476264066.00,
2023-02-22,24188.84000000,,30199996781.00,
2023-02-21,24436.35000000,,31252098714.00,
2023-02-20,24829.15000000,,28987376573.00,
2023-02-19,24327.64000000,,25555105670.00,
2023-02-18,24641.28000000,,19625427158.00,
2023-02-17,24565.60000000,,41358451255.00,
2023-02-16,23623.47000000,,39316664596.00,
2023-02-15,24307.84000000,,32483312909.00,
2023-02-14,22220.80000000,,26792596581.00,
2023-02-13,21808.10000000,,23918742607.00,
2023-02-12,21788.20000000,,17821046406.00,
2023-02-11,21870.88000000,,16356226232.00,
2023-02-10,21651.18000000,,27078406594.00,
2023-02-09,21819.04000000,,32572572185.00,
2023-02-08,22939.40000000,,25371367758.00,
2023-02-07,23264.29000000,,27187964471.00,
2023-02-06,22760.11000000,,23825006542.00,
2023-02-05,22955.67000000,,19564262605.00,
2023-02-04,23331.85000000,,15639298538.00,
2023-02-03,23449.32000000,,27083066007.00,
2023-02-02,23471.87000000,,32066936882.00,
2023-02-01,23723.77000000,,26683255504.00,
2023-01-31,23139.28000000,,22837828665.00,
2023-01-30,22840.14000000,,27205595568.00,
2023-01-29,23774.57000000,,27423687259.00,
2023-01-28,23031.09000000,,14712928379.00,
2023-01-27,23078.73000000,,25383335641.00,
2023-01-26,23032.78000000,,26357839322.00,
2023-01-25,23117.86000000,,30685366709.00,
2023-01-24,22636.47000000,,26405069715.00,
2023-01-23,22934.43000000,,26518700512.00,
2023-01-22,22720.42000000,,24746386230.00,
2023-01-21,22777.63000000,,32442278429.00,
2023-01-20,22676.55000000,,28799154319.00,
2023-01-19,21086.79000000,,21152848261.00,
2023-01-18,20688.78000000,,30005625418.00,
2023-01-17,21161.52000000,,24999983362.00,
2023-01-16,21169.63000000,,26792494050.00,
2023-01-15,20880.80000000,,19298407543.00,
2023-01-14,20976.30000000,,38967784639.00,
2023-01-13,19909.57000000,,29225029694.00,
2023-01-12,18869.59000000,,34971338710.00,
2023-01-11,17934.90000000,,18372283782.00,
2023-01-10,17446.29000000,,15808338949.00,
2023-01-09,17196.55000000,,18624736866.00,
2023-01-08,17091.14000000,,9768827914.00,
2023-01-07,16955.08000000,,7714767174.00,
2023-01-06,16951.97000000,,14413662913.00,
2023-01-05,16836.74000000,,13692758566.00,
2023-01-04,16863.24000000,,18421743322.00,
2023-01-03,16679.86000000,,13903079207.00,
2023-01-02,16688.47000000,,12097775227.00,
2023-01-01,16625.08000000,,9244361700.00,
2022-12-31,16547.50000000,,11239186456.00,
2022-12-30,16602.59000000,,15929162910.00,
2022-12-29,16642.34000000,,14472237479.00,
2022-12-28,16552.57000000,,17005713920.00,
2022-12-27,16717.17000000,,15748580239.00,
2022-12-26,16919.80000000,,11886957804.00,
2022-12-25,16841.99000000,,11656379938.00,
2022-12-24,16847.76000000,,9744636213.00,
2022-12-23,16796.95000000,,15329265213.00,
2022-12-22,16830.34000000,,16441573050.00,
2022-12-21,16817.54000000,,14882945045.00,
2022-12-20,16906.30000000,,22722096615.00,
2022-12-19,16439.68000000,,17221074814.00,
2022-12-18,16757.98000000,,10924354698.00,
2022-12-17,16795.09000000,,14463581825.00,
2022-12-16,16647.48000000,,24031608960.00,
2022-12-15,17364.87000000,,20964448341.00,
2022-12-14,17815.65000000,,25534481470.00,
2022-12-13,17781.32000000,,26634741631.00,
2022-12-12,17206.44000000,,19617581341.00,
2022-12-11,17104.19000000,,14122486832.00,
2022-12-10,17128.72000000,,12706781969.00,
2022-12-09,17133.15000000,,20328426366.00,
2022-12-08,17233.47000000,,20496603770.00,
2022-12-07,16848.13000000,,19675404389.00,
2022-12-06,17089.50000000,,19889922369.00,
2022-12-05,16974.83000000,,22209086834.00,
2022-12-04,17130.49000000,,16824520830.00,
2022-12-03,16908.24000000,,16217776704.00,
2022-12-02,17088.66000000,,19539705127.00,
2022-12-01,16967.13000000,,22895392882.00,
2022-11-30,17168.57000000,,29523576583.00,
2022-11-29,16444.98000000,,23581685468.00,
2022-11-28,16217.32000000,,27743025156.00,
2022-11-27,16444.63000000,,20443898509.00,
2022-11-26,16464.28000000,,18000008764.00,
2022-11-25,16521.84000000,,18678255976.00,
2022-11-24,16604.46000000,,26129037414.00,
2022-11-23,16610.71000000,,32958875628.00,
2022-11-22,16189.77000000,,30726828760.00,
2022-11-21,15787.28000000,,37429485518.00,
2022-11-20,16291.83000000,,21313378652.00,
2022-11-19,16711.55000000,,16106223492.00,
2022-11-18,16697.78000000,,26862218609.00,
2022-11-17,16687.52000000,,27868914022.00,
2022-11-16,16669.44000000,,33925512989.00,
2022-11-15,16884.61000000,,36599436183.00,
2022-11-14,16618.20000000,,49630243054.00,
2022-11-13,16353.37000000,,27209183682.00,
2022-11-12,16799.19000000,,29717699419.00,
2022-11-11,17034.29000000,,55871616488.00,
2022-11-10,17586.77000000,,83202283721.00,
2022-11-09,15880.78000000,,102905151606.00,
2022-11-08,18541.27000000,,118992465607.00,
2022-11-07,20602.82000000,,53510852236.00,
2022-11-06,20926.49000000,,35082693210.00,
2022-11-05,21282.69000000,,37846047609.00,
2022-11-04,21147.23000000,,64072727950.00,
2022-11-03,20209.99000000,,43228750179.00,
2022-11-02,20159.50000000,,55552169483.00,
2022-11-01,20485.27000000,,39819303159.00,
2022-10-31,20495.77000000,,45668466815.00,
2022-10-30,20635.60000000,,31486345556.00,
2022-10-29,20818.48000000,,40369840645.00,
2022-10-28,20595.35000000,,43994715910.00,
2022-10-27,20285.84000000,,49625110402.00,
2022-10-26,20770.44000000,,58895950537.00,
2022-10-25,20095.86000000,,47761524910.00,
2022-10-24,19345.57000000,,30202235805.00,
2022-10-23,19567.01000000,,22128794335.00,
2022-10-22,19208.19000000,,16104440957.00,
2022-10-21,19172.47000000,,32459287866.00,
2022-10-20,19053.74000000,,24493974420.00,
2022-10-19,19139.54000000,,22425387184.00,
2022-10-18,19334.42000000,,30580012344.00,
2022-10-17,19550.76000000,,27472552998.00,
2022-10-16,19268.09000000,,17988916650.00,
2022-10-15,19067.63000000,,16192235532.00,
2022-10-14,19185.66000000,,38452356727.00,
2022-10-13,19382.90000000,,44219840004.00,
2022-10-12,19157.45000000,,24950173846.00,
2022-10-11,19051.42000000,,28711532910.00,
2022-10-10,19141.48000000,,27425022774.00,
2022-10-09,19446.43000000,,16837262532.00,
2022-10-08,19416.57000000,,16437423167.00,
2022-10-07,19546.85000000,,29227315390.00,
2022-10-06,19955.44000000,,34711412966.00,
2022-10-05,20160.72000000,,33223790572.00,
2022-10-04,20336.84000000,,35887278685.00,
2022-10-03,19623.58000000,,30484729489.00,
2022-10-02,19044.11000000,,20765955327.00,
2022-10-01,19312.10000000,,18719537670.00,
2022-09-30,19431.79000000,,43975248085.00,
2022-09-29,19573.05000000,,41037843771.00,
2022-09-28,19426.72000000,,53071298734.00,
2022-09-27,19110.55000000,,58571439619.00,
2022-09-26,19222.67000000,,44148798321.00,
2022-09-25,18802.10000000,,23359966112.00,
2022-09-24,18937.01000000,,26149643168.00,
2022-09-23,19297.64000000,,38896078052.00,
2022-09-22,19413.55000000,,41135767926.00,
2022-09-21,18547.40000000,,46363793975.00,
2022-09-20,18890.79000000,,36791346508.00,
2022-09-19,19544.13000000,,40177002624.00,
2022-09-18,19419.51000000,,31254779144.00,
2022-09-17,20127.58000000,,24957448100.00,
2022-09-16,19772.58000000,,30123362273.00,
2022-09-15,19701.21000000,,36389011503.00,
2022-09-14,20241.09000000,,37872380889.00,
2022-09-13,20296.71000000,,51091116622.00,
2022-09-12,22370.45000000,,50212088965.00,
2022-09-11,21769.26000000,,34493951963.00,
2022-09-10,21680.54000000,,36913738894.00,
2022-09-09,21381.15000000,,48469528171.00,
2022-09-08,19329.83000000,,32194477850.00,
2022-09-07,19290.32000000,,35239757134.00,
2022-09-06,18837.67000000,,43403978910.00,
2022-09-05,19812.37000000,,28813460025.00,
2022-09-04,19986.71000000,,25245861652.00,
2022-09-03,19832.09000000,,23613051457.00,
2022-09-02,19969.77000000,,29123998928.00,
2022-09-01,20127.14000000,,30182031010.00,
2022-08-31,20049.76000000,,33225232872.00,
2022-08-30,19796.81000000,,34483360283.00,
2022-08-29,20297.99000000,,32637854078.00,
2022-08-28,19616.81000000,,24366810591.00,
2022-08-27,20041.74000000,,30116729776.00,
2022-08-26,20260.02000000,,42326789564.00,
2022-08-25,21600.90000000,,31028679593.00,
2022-08-24,21395.02000000,,31962253368.00,
2022-08-23,21528.09000000,,31878280659.00,
2022-08-22,21398.91000000,,31666498758.00,
2022-08-21,21534.12000000,,23102307723.00,
2022-08-20,21166.06000000,,27595671000.00,
2022-08-19,20877.55000000,,40509610260.00,
2022-08-18,23212.74000000,,23747613147.00,
